詩經韻腳字,上古韻部,廣韻字頭,中古韻部,中原音韻字頭,近代韻部
,,焌,中古：魂,,
,,𩯄,中古：魂,,
,,捘,中古：魂,,
,,恨,中古：痕,,
,,艮,中古：痕,,
,,茛,中古：痕,,
,,珢,中古：痕,,
,,詪,中古：痕,,
,,䭓,中古：痕,,
,,䭡,中古：痕,,
,,翰,中古：寒,,
,,捍,中古：寒,,
,,扞,中古：寒,,
,,鼾,中古：寒,,
,,螒,中古：寒,,
,,垾,中古：寒,,
,,豻,中古：寒,,
,,釬,中古：寒,,
,,汗,中古：寒,,
,,悍,中古：寒,,
,,瀚,中古：寒,,
,,閈,中古：寒,,
,,𤿧,中古：寒,,
,,駻,中古：寒,,
,,雗,中古：寒,,
,,䮧,中古：寒,,
,,馯,中古：寒,,
,,𧃙,中古：寒,,
,,䏷,中古：寒,,
,,忓,中古：寒,,
,,㢨,中古：寒,,
,,矸,中古：寒,,
,,㲦,中古：寒,,
,,㪋,中古：寒,,
,,𩹼,中古：寒,,
,,炭,中古：寒,,
,,歎,中古：寒,,
,,嘆,中古：寒,,
,,湠,中古：寒,,
,,𣁗,中古：寒,,
,,㛶,中古：寒,,
,,按,中古：寒,,
,,案,中古：寒,,
,,洝,中古：寒,,
,,晏,中古：寒,,
,,荌,中古：寒,,
,,䢿,中古：寒,,
,,䅁,中古：寒,,
,,旦,中古：寒,,
,,疸,中古：寒,,
,,鴠,中古：寒,,
,,觛,中古：寒,,
,,狚,中古：寒,,
,,怛,中古：寒,,
,,笪,中古：寒,,
,,㡺,中古：寒,,
,,憚,中古：寒,,
,,彈,中古：寒,,
,,澶,中古：寒,,
,,僤,中古：寒,,
,,但,中古：寒,,
,,撣,中古：寒,,
,,旰,中古：寒,,
,,榦,中古：寒,,
,,倝,中古：寒,,
,,幹,中古：寒,,
,,杆,中古：寒,,
,,𧹳,中古：寒,,
,,盰,中古：寒,,
,,骭,中古：寒,,
,,涆,中古：寒,,
,,𢁗,中古：寒,,
,,矸,中古：寒,,
,,岸,中古：寒,,
,,犴,中古：寒,,
,,豻,中古：寒,,
,,頇,中古：寒,,
,,䮗,中古：寒,,
,,㷳,中古：寒,,
,,𡹼,中古：寒,,
,,喭,中古：寒,,
,,𨲊,中古：寒,,
,,侃,中古：寒,,
,,偘,中古：寒,,
,,靬,中古：寒,,
,,看,中古：寒,,
,,衎,中古：寒,,
,,䳚,中古：寒,,
,,漢,中古：寒,,
,,暵,中古：寒,,
,,𤳉,中古：寒,,
,,熯,中古：寒,,
,,䍐,中古：寒,,
,,𡅽,中古：寒,,
,,𤅩,中古：寒,,
,,䎯,中古：寒,,
,,厂,中古：寒,,
,,爛,中古：寒,,
,,爤,中古：寒,,
,,瀾,中古：寒,,
,,𢒞,中古：寒,,
,,糷,中古：寒,,
,,鑭,中古：寒,,
,,讕,中古：寒,,
,,攤,中古：寒,,
,,灘,中古：寒,,
,,難,中古：寒,,
,,𦍀,中古：寒,,
,,㬮,中古：寒,,
,,𢆃,中古：寒,,
,,粲,中古：寒,,
,,㛑,中古：寒,,
,,燦,中古：寒,,
,,璨,中古：寒,,
,,薒,中古：寒,,
,,𪆶,中古：寒,,
,,繖,中古：寒,,
,,𢿱,中古：寒,,
,,散,中古：寒,,
,,帴,中古：寒,,
,,䈀,中古：寒,,
,,𩀼,中古：寒,,
,,贊,中古：寒,,
,,讚,中古：寒,,
,,酇,中古：寒,,
,,饡,中古：寒,,
,,趲,中古：寒,,
,,灒,中古：寒,,
,,𩛻,中古：寒,,
,,㜺,中古：寒,,
,,䰖,中古：寒,,
,,襸,中古：寒,,
,,攢,中古：寒,,
,,㜺,中古：寒,,
,,䏼,中古：寒,,
,,𣧻,中古：寒,,
,,穳,中古：寒,,
,,囋,中古：寒,,
,,換,中古：寒,,
,,逭,中古：寒,,
,,𩁧,中古：寒,,
,,肒,中古：寒,,
,,垸,中古：寒,,
,,䯘,中古：寒,,
,,漶,中古：寒,,
,,䀓,中古：寒,,
,,𤴯,中古：寒,,
,,䂎,中古：寒,,
,,鑽,中古：寒,,
,,惋,中古：寒,,
,,腕,中古：寒,,
,,𢯲,中古：寒,,
,,捥,中古：寒,,
,,睕,中古：寒,,
,,琬,中古：寒,,
,,貫,中古：寒,,
,,矔,中古：寒,,
,,祼,中古：寒,,
,,館,中古：寒,,
,,瓘,中古：寒,,
,,罐,中古：寒,,
,,𤼐,中古：寒,,
,,痯,中古：寒,,
,,灌,中古：寒,,
,,雚,中古：寒,,
,,鸛,中古：寒,,
,,樌,中古：寒,,
,,鏆,中古：寒,,
,,㷄,中古：寒,,
,,懽,中古：寒,,
,,錧,中古：寒,,
,,爟,中古：寒,,
,,遦,中古：寒,,
,,冠,中古：寒,,
,,觀,中古：寒,,
,,涫,中古：寒,,
,,悹,中古：寒,,
,,悺,中古：寒,,
,,盥,中古：寒,,
,,棺,中古：寒,,
,,毌,中古：寒,,
,,婠,中古：寒,,
,,䘾,中古：寒,,
,,竄,中古：寒,,
,,鑹,中古：寒,,
,,爨,中古：寒,,
,,殩,中古：寒,,
,,䂎,中古：寒,,
,,玩,中古：寒,,
,,貦,中古：寒,,
,,翫,中古：寒,,
,,妧,中古：寒,,
,,忨,中古：寒,,
,,段,中古：寒,,
,,毈,中古：寒,,
,,椴,中古：寒,,
,,亂,中古：寒,,
,,灓,中古：寒,,
,,𢿢,中古：寒,,
,,𤔔,中古：寒,,
,,鍛,中古：寒,,
,,腶,中古：寒,,
,,碫,中古：寒,,
,,斷,中古：寒,,
,,瑖,中古：寒,,
,,踹,中古：寒,,
,,彖,中古：寒,,
,,褖,中古：寒,,
,,貒,中古：寒,,
,,湪,中古：寒,,
,,喚,中古：寒,,
,,嚾,中古：寒,,
,,𡅽,中古：寒,,
,,煥,中古：寒,,
,,奐,中古：寒,,
,,渙,中古：寒,,
,,𥈉,中古：寒,,
,,喛,中古：寒,,
,,筭,中古：寒,,
,,蒜,中古：寒,,
,,笇,中古：寒,,
,,祘,中古：寒,,
,,縵,中古：寒,,
,,幔,中古：寒,,
,,漫,中古：寒,,
,,𣁜,中古：寒,,
,,𦔔,中古：寒,,
,,獌,中古：寒,,
,,䝢,中古：寒,,
,,墁,中古：寒,,
,,鏝,中古：寒,,
,,謾,中古：寒,,
,,半,中古：寒,,
,,絆,中古：寒,,
,,靽,中古：寒,,
,,姅,中古：寒,,
,,𩢔,中古：寒,,
,,㪵,中古：寒,,
,,𠯘,中古：寒,,
,,判,中古：寒,,
,,泮,中古：寒,,
,,頖,中古：寒,,
,,沜,中古：寒,,
,,胖,中古：寒,,
,,姅,中古：寒,,
,,冸,中古：寒,,
,,牉,中古：寒,,
,,叛,中古：寒,,
,,𡞟,中古：寒,,
,,畔,中古：寒,,
,,伴,中古：寒,,
,,偄,中古：寒,,
,,愞,中古：寒,,
,,稬,中古：寒,,
,,渜,中古：寒,,
,,𪋐,中古：寒,,
,,攢,中古：寒,,
,,䥗,中古：寒,,
,,䲌,中古：寒,,
,,諫,中古：刪,,
,,澗,中古：刪,,
,,鐧,中古：刪,,
,,鴈,中古：刪,,
,,鳫,中古：刪,,
,,雁,中古：刪,,
,,贗,中古：刪,,
,,偐,中古：刪,,
,,𤜵,中古：刪,,
,,晏,中古：刪,,
,,騴,中古：刪,,
,,䁙,中古：刪,,
,,鴳,中古：刪,,
,,鷃,中古：刪,,
,,訕,中古：刪,,
,,汕,中古：刪,,
,,狦,中古：刪,,
,,𦌔,中古：刪,,
,,疝,中古：刪,,
,,柵,中古：刪,,
,,䴮,中古：刪,,
,,骭,中古：刪,,
,,娨,中古：刪,,
,,慢,中古：刪,,
,,嫚,中古：刪,,
,,謾,中古：刪,,
,,縵,中古：刪,,
,,㾺,中古：刪,,
,,綰,中古：刪,,
,,贃,中古：刪,,
,,𩈬,中古：刪,,
,,患,中古：刪,,
,,𢠶,中古：刪,,
,,擐,中古：刪,,
,,宦,中古：刪,,
,,轘,中古：刪,,
,,豢,中古：刪,,
,,䍺,中古：刪,,
,,槵,中古：刪,,
,,繯,中古：刪,,
,,慣,中古：刪,,
,,丱,中古：刪,,
,,摜,中古：刪,,
,,倌,中古：刪,,
,,串,中古：刪,,
,,矔,中古：刪,,
,,㝈,中古：刪,,
,,涮,中古：刪,,
,,篡,中古：刪,,
,,薍,中古：刪,,
,,輚,中古：刪,,
,,棧,中古：刪,,
,,虥,中古：刪,,
,,𧮺,中古：刪,,
,,䗃,中古：刪,,
,,襻,中古：刪,,
,,奻,中古：刪,,
,,鏟,中古：刪,,
,,䴼,中古：刪,,
,,羼,中古：刪,,
,,㬄,中古：刪,,
,,㾺,中古：刪,,
,,襇,中古：山,,
,,𤜵,中古：山,,
,,閒,中古：山,,
,,覸,中古：山,,
,,𨣉,中古：山,,
,,𧙧,中古：山,,
,,莧,中古：山,,
,,藖,中古：山,,
,,粯,中古：山,,
,,瓣,中古：山,,
,,辨,中古：山,,
,,辦,中古：山,,
,,釆,中古：山,,
,,盼,中古：山,,
,,𥌊,中古：山,,
,,幻,中古：山,,
,,蔄,中古：山,,
,,袒,中古：山,,
,,綻,中古：山,,
,,䋎,中古：山,,
,,扮,中古：山,,
,,鰥,中古：山,,
,,霰,中古：先,,
,,䨘,中古：先,,
,,𩆵,中古：先,,
,,㪇,中古：先,,
,,𢊰,中古：先,,
,,先,中古：先,,
,,汛,中古：先,,
,,軐,中古：先,,
,,𥰳,中古：先,,
,,蒨,中古：先,,
,,茜,中古：先,,
,,輤,中古：先,,
,,綪,中古：先,,
,,倩,中古：先,,
,,芊,中古：先,,
,,䛹,中古：先,,
,,棈,中古：先,,
,,𢂺,中古：先,,
,,𧚫,中古：先,,
,,䍎,中古：先,,
,,䑶,中古：先,,
,,篟,中古：先,,
,,絢,中古：先,,
,,絃,中古：先,,
,,敻,中古：先,,
,,眴,中古：先,,
,,駽,中古：先,,
,,𧾣,中古：先,,
,,㧦,中古：先,,
,,讂,中古：先,,
,,縣,中古：先,,
,,寰,中古：先,,
,,袨,中古：先,,
,,眩,中古：先,,
,,炫,中古：先,,
,,衒,中古：先,,
,,𧗳,中古：先,,
,,䝮,中古：先,,
,,贙,中古：先,,
,,𩑹,中古：先,,
,,迿,中古：先,,
,,姰,中古：先,,
,,玹,中古：先,,
,,䀏,中古：先,,
,,眴,中古：先,,
,,睊,中古：先,,
,,讂,中古：先,,
,,瓹,中古：先,,
,,䣺,中古：先,,
,,𦌾,中古：先,,
,,罥,中古：先,,
,,懁,中古：先,,
,,䡓,中古：先,,
,,獧,中古：先,,
,,狷,中古：先,,
,,㢾,中古：先,,
,,電,中古：先,,
,,殿,中古：先,,
,,奠,中古：先,,
,,畋,中古：先,,
,,澱,中古：先,,
,,淀,中古：先,,
,,甸,中古：先,,
,,佃,中古：先,,
,,鈿,中古：先,,
,,闐,中古：先,,
,,涏,中古：先,,
,,𪑩,中古：先,,
,,填,中古：先,,
,,窴,中古：先,,
,,壂,中古：先,,
,,㞟,中古：先,,
,,𡱂,中古：先,,
,,𧽍,中古：先,,
,,瑱,中古：先,,
,,顛,中古：先,,
,,滇,中古：先,,
,,睼,中古：先,,
,,練,中古：先,,
,,浰,中古：先,,
,,鍊,中古：先,,
,,揀,中古：先,,
,,楝,中古：先,,
,,㼑,中古：先,,
,,鰊,中古：先,,
,,僆,中古：先,,
,,萰,中古：先,,
,,堜,中古：先,,
,,湅,中古：先,,
,,𣿊,中古：先,,
,,㪝,中古：先,,
,,𣞰,中古：先,,
,,𤗛,中古：先,,
,,見,中古：先,,
,,鋻,中古：先,,
,,晛,中古：先,,
,,㬗,中古：先,,
,,㜣,中古：先,,
,,㲽,中古：先,,
,,俔,中古：先,,
,,牽,中古：先,,
,,菣,中古：先,,
,,蜆,中古：先,,
,,㯠,中古：先,,
,,涀,中古：先,,
,,汧,中古：先,,
,,䵖,中古：先,,
,,見,中古：先,,
,,現,中古：先,,
,,涀,中古：先,,
,,𨘇,中古：先,,
,,硯,中古：先,,
,,研,中古：先,,
,,𨁍,中古：先,,
,,𤜵,中古：先,,
,,豜,中古：先,,
,,趼,中古：先,,
,,宴,中古：先,,
,,驠,中古：先,,
,,燕,中古：先,,
,,鷰,中古：先,,
,,醼,中古：先,,
,,讌,中古：先,,
,,嬿,中古：先,,
,,嚥,中古：先,,
,,咽,中古：先,,
,,㬫,中古：先,,
,,溎,中古：先,,
,,酀,中古：先,,
,,𥉛,中古：先,,
,,薦,中古：先,,
,,𧲛,中古：先,,
,,麪,中古：先,,
,,麵,中古：先,,
,,瞑,中古：先,,
,,眄,中古：先,,
,,㴐,中古：先,,
,,𡧍,中古：先,,
,,𩈹,中古：先,,
,,𥻩,中古：先,,
,,片,中古：先,,
,,䏒,中古：先,,
,,㸤,中古：先,,
,,荐,中古：先,,
,,洊,中古：先,,
,,臶,中古：先,,
,,栫,中古：先,,
,,瀳,中古：先,,
,,袸,中古：先,,
,,𨷳,中古：先,,
,,䬼,中古：先,,
,,裫,中古：先,,
,,噮,中古：先,,
,,肙,中古：先,,
,,殿,中古：先,,
,,唸,中古：先,,
,,𠿍,中古：先,,
,,𩎌,中古：先,,
,,線,中古：仙A,,
,,綫,中古：仙A,,
,,惗,中古：仙A,,
,,鮮,中古：仙A,,
,,戰,中古：仙A,,
,,顫,中古：仙A,,
,,繕,中古：仙A,,
,,鄯,中古：仙A,,
,,擅,中古：仙A,,
,,膳,中古：仙A,,
,,饍,中古：仙A,,
,,僐,中古：仙A,,
,,禪,中古：仙A,,
,,䄠,中古：仙A,,
,,單,中古：仙A,,
,,𤮜,中古：仙A,,
,,𦉕,中古：仙A,,
,,嬗,中古：仙A,,
,,彥,中古：仙B,,
,,唁,中古：仙B,,
,,喭,中古：仙B,,
,,甗,中古：仙B,,
,,諺,中古：仙B,,
,,這,中古：仙B,,
,,譴,中古：仙A,,
,,遣,中古：仙A,,
,,䪈,中古：仙A,,
,,晵,中古：仙A,,
,,繾,中古：仙A,,
,,絹,中古：仙A,,
,,狷,中古：仙A,,
,,鄄,中古：仙A,,
,,㯞,中古：仙A,,
,,䚈,中古：仙A,,
,,瑗,中古：仙B,,
,,援,中古：仙B,,
,,媛,中古：仙B,,
,,褑,中古：仙B,,
,,院,中古：仙B,,
,,面,中古：仙A,,
,,偭,中古：仙A,,
,,釧,中古：仙A,,
,,竁,中古：仙A,,
,,穿,中古：仙A,,
,,諯,中古：仙A,,
,,掾,中古：仙A,,
,,緣,中古：仙A,,
,,𢐄,中古：仙A,,
,,𩘍,中古：仙A,,
,,𩥇,中古：仙B,,
,,𧝑,中古：仙B,,
,,襢,中古：仙B,,
,,𤲬,中古：仙A,,
,,箭,中古：仙A,,
,,𥳭,中古：仙A,,
,,鬋,中古：仙A,,
,,葥,中古：仙A,,
,,湔,中古：仙A,,
,,榗,中古：仙A,,
,,籛,中古：仙A,,
,,濺,中古：仙A,,
,,煎,中古：仙A,,
,,硟,中古：仙A,,
,,扇,中古：仙A,,
,,煽,中古：仙A,,
,,傓,中古：仙A,,
,,𧎥,中古：仙A,,
,,𦶋,中古：仙A,,
,,𥰢,中古：仙A,,
,,躽,中古：仙A,,
,,𥈔,中古：仙A,,
,,堰,中古：仙A,,
,,眷,中古：仙B,,
,,睠,中古：仙B,,
,,捲,中古：仙B,,
,,弮,中古：仙B,,
,,卷,中古：仙B,,
,,桊,中古：仙B,,
,,帣,中古：仙B,,
,,絭,中古：仙B,,
,,犈,中古：仙B,,
,,觠,中古：仙B,,
,,𧯦,中古：仙B,,
,,餋,中古：仙B,,
,,䖭,中古：仙B,,
,,𢍏,中古：仙B,,
,,勬,中古：仙B,,
,,倦,中古：仙B,,
,,𣜨,中古：仙B,,
,,韏,中古：仙B,,
,,襈,中古：仙B,,
,,淃,中古：仙B,,
,,戀,中古：仙A,,
,,灓,中古：仙A,,
,,䜌,中古：仙A,,
,,孌,中古：仙A,,
,,猭,中古：仙B,,
,,鶨,中古：仙B,,
,,變,中古：仙B,,
,,𨏉,中古：仙B,,
,,㝈,中古：仙B,,
,,縓,中古：仙A,,
,,諯,中古：仙A,,
,,𥆊,中古：仙A,,
,,卞,中古：仙B,,
,,拚,中古：仙B,,
,,抃,中古：仙B,,
,,弁,中古：仙B,,
,,㝸,中古：仙B,,
,,汴,中古：仙B,,
,,㺕,中古：仙B,,
,,閞,中古：仙B,,
,,昪,中古：仙B,,
,,匥,中古：仙B,,
,,䒪,中古：仙B,,
,,笲,中古：仙B,,
,,㺹,中古：仙B,,
,,忭,中古：仙B,,
,,䪻,中古：仙B,,
,,㳬,中古：仙A,,
,,鏇,中古：仙A,,
,,縼,中古：仙A,,
,,𢳄,中古：仙A,,
,,旋,中古：仙A,,
,,嫙,中古：仙A,,
,,䍻,中古：仙A,,
,,𧾩,中古：仙A,,
,,𦛔,中古：仙A,,
,,選,中古：仙A,,
,,𤂳,中古：仙A,,
,,𤂿,中古：仙A,,
,,䍻,中古：仙A,,
,,𦌔,中古：仙A,,
,,䠣,中古：仙A,,
,,繏,中古：仙A,,
,,渲,中古：仙A,,
,,䉵,中古：仙B,,
,,饌,中古：仙B,,
,,𦠆,中古：仙B,,
,,襈,中古：仙B,,
,,僎,中古：仙B,,
,,譔,中古：仙B,,
,,𤩄,中古：仙B,,
,,僝,中古：仙B,,
,,𠨎,中古：仙B,,
,,孨,中古：仙B,,
,,傳,中古：仙B,,
,,𦁆,中古：仙B,,
,,賤,中古：仙A,,
,,諓,中古：仙A,,
,,餞,中古：仙A,,
,,羨,中古：仙A,,
,,䢭,中古：仙A,,
,,騗,中古：仙A,,
,,偏,中古：仙A,,
,,𢮨,中古：仙A,,
,,叀,中古：仙A,,
,,輾,中古：仙B,,
,,碾,中古：仙B,,
,,囀,中古：仙B,,
,,傳,中古：仙B,,
,,轉,中古：仙B,,
,,衍,中古：仙A,,
,,莚,中古：仙A,,
,,羨,中古：仙A,,
,,狿,中古：仙A,,
,,延,中古：仙A,,
,,涎,中古：仙A,,
,,䢭,中古：仙A,,
,,𠻤,中古：仙A,,
,,便,中古：仙A,,
,,邅,中古：仙B,,
,,纏,中古：仙B,,
,,𤹨,中古：仙A,,
,,摙,中古：仙A,,
,,䄐,中古：仙B,,
,,絭,中古：仙B,,
,,䠣,中古：仙B,,
,,剸,中古：仙A,,
,,徧,中古：先,,
,,遍,中古：先,,
,,嘯,中古：蕭,,
,,歗,中古：蕭,,
,,㩋,中古：蕭,,
,,䐹,中古：蕭,,
,,熽,中古：蕭,,
,,糶,中古：蕭,,
,,𥺋,中古：蕭,,
,,眺,中古：蕭,,
,,覜,中古：蕭,,
,,趒,中古：蕭,,
,,咷,中古：蕭,,
,,頫,中古：蕭,,
,,窱,中古：蕭,,
,,鋽,中古：蕭,,
,,絩,中古：蕭,,
,,弔,中古：蕭,,
,,伄,中古：蕭,,
,,瘹,中古：蕭,,
,,釣,中古：蕭,,
,,窵,中古：蕭,,
,,蔦,中古：蕭,,
,,𨑩,中古：蕭,,
,,叫,中古：蕭,,
,,訆,中古：蕭,,
,,徼,中古：蕭,,
,,𢅎,中古：蕭,,
,,譥,中古：蕭,,
,,激,中古：蕭,,
,,噭,中古：蕭,,
,,嘂,中古：蕭,,
,,獥,中古：蕭,,
,,㰾,中古：蕭,,
,,鸄,中古：蕭,,
,,𨎬,中古：蕭,,
,,尿,中古：蕭,,
,,㞙,中古：蕭,,
,,藋,中古：蕭,,
,,銚,中古：蕭,,
,,掉,中古：蕭,,
,,調,中古：蕭,,
,,莜,中古：蕭,,
,,𥁮,中古：蕭,,
,,嬥,中古：蕭,,
,,竅,中古：蕭,,
,,𢶡,中古：蕭,,
,,𩕐,中古：蕭,,
,,尥,中古：蕭,,
,,嫽,中古：蕭,,
,,料,中古：蕭,,
,,嘹,中古：蕭,,
,,鐐,中古：蕭,,
,,璙,中古：蕭,,
,,𦌒,中古：蕭,,
,,炓,中古：蕭,,
,,顤,中古：蕭,,
,,獟,中古：蕭,,
,,澆,中古：蕭,,
,,鼼,中古：蕭,,
,,嘄,中古：蕭,,
,,窔,中古：蕭,,
,,䆞,中古：蕭,,
,,㱇,中古：蕭,,
,,嬈,中古：蕭,,
,,娎,中古：蕭,,
,,笑,中古：宵A,,
,,㗛,中古：宵A,,
,,肖,中古：宵A,,
,,韒,中古：宵A,,
,,鞘,中古：宵A,,
,,照,中古：宵A,,
,,炤,中古：宵A,,
,,詔,中古：宵A,,
,,𨹸,中古：宵A,,
,,𠧙,中古：宵A,,
,,燿,中古：宵A,,
,,鷂,中古：宵A,,
,,搖,中古：宵A,,
,,覞,中古：宵A,,
,,𧡷,中古：宵A,,
,,耀,中古：宵A,,
,,曜,中古：宵A,,
,,𧢢,中古：宵A,,
,,𥌺,中古：宵A,,
,,㞁,中古：宵A,,
,,𤪎,中古：宵A,,
,,筄,中古：宵A,,
,,趭,中古：宵A,,
,,鷣,中古：宵A,,
,,䔄,中古：宵A,,
,,艞,中古：宵A,,
,,讑,中古：宵A,,
,,要,中古：宵A,,
,,葽,中古：宵A,,
,,約,中古：宵A,,
,,召,中古：宵B,,
,,邵,中古：宵A,,
,,召,中古：宵A,,
,,劭,中古：宵A,,
,,𠧙,中古：宵A,,
,,𠣫,中古：宵A,,
,,䬰,中古：宵A,,
,,卲,中古：宵A,,
,,嶠,中古：宵B,,
,,轎,中古：宵B,,
,,剽,中古：宵A,,
,,彯,中古：宵A,,
,,㬓,中古：宵A,,
,,漂,中古：宵A,,
,,僄,中古：宵A,,
,,翲,中古：宵A,,
,,䏇,中古：宵A,,
,,勡,中古：宵A,,
,,摽,中古：宵A,,
,,嫖,中古：宵A,,
,,慓,中古：宵A,,
,,噍,中古：宵A,,
,,誚,中古：宵A,,
,,劁,中古：宵A,,
,,趭,中古：宵A,,
,,妙,中古：宵A,,
,,玅,中古：宵A,,
,,篎,中古：宵A,,
,,陗,中古：宵A,,
,,峭,中古：宵A,,
,,篍,中古：宵A,,
,,㴥,中古：宵A,,
,,哨,中古：宵A,,
,,俏,中古：宵A,,
,,帩,中古：宵A,,
,,𪑊,中古：宵A,,
,,尞,中古：宵A,,
,,燎,中古：宵A,,
,,㙩,中古：宵A,,
,,𤻲,中古：宵A,,
,,療,中古：宵A,,
,,熮,中古：宵A,,
,,膫,中古：宵A,,
,,鷯,中古：宵A,,
,,趬,中古：宵B,,
,,𠿕,中古：宵B,,
,,㢗,中古：宵B,,
,,譑,中古：宵B,,
,,㚁,中古：宵B,,
,,𧇠,中古：宵B,,
,,醮,中古：宵A,,
,,𥛲,中古：宵A,,
,,釂,中古：宵A,,
,,皭,中古：宵A,,
,,潐,中古：宵A,,
,,爝,中古：宵A,,
,,䩌,中古：宵A,,
,,僬,中古：宵A,,
,,趭,中古：宵A,,
,,𥡤,中古：宵A,,
,,䂃,中古：宵A,,
,,廟,中古：宵B,,
,,庿,中古：宵B,,
,,驃,中古：宵A,,
,,少,中古：宵A,,
,,燒,中古：宵A,,
,,脁,中古：宵B,,
,,裱,中古：宵B,,
,,俵,中古：宵B,,
,,翹,中古：宵A,,
,,饒,中古：宵A,,
,,繞,中古：宵A,,
,,效,中古：肴,,
,,効,中古：肴,,
,,校,中古：肴,,
,,斅,中古：肴,,
,,㤊,中古：肴,,
,,傚,中古：肴,,
,,𣱓,中古：肴,,
,,詨,中古：肴,,
,,教,中古：肴,,
,,𢼂,中古：肴,,
,,窖,中古：肴,,
,,校,中古：肴,,
,,鉸,中古：肴,,
,,酵,中古：肴,,
,,覺,中古：肴,,
,,膠,中古：肴,,
,,較,中古：肴,,
,,𡥈,中古：肴,,
,,珓,中古：肴,,
,,孝,中古：肴,,
,,哮,中古：肴,,
,,涍,中古：肴,,
,,嗃,中古：肴,,
,,詨,中古：肴,,
,,𡦳,中古：肴,,
,,罩,中古：肴,,
,,䈇,中古：肴,,
,,䍜,中古：肴,,
,,䞴,中古：肴,,
,,鵫,中古：肴,,
,,豹,中古：肴,,
,,𧭤,中古：肴,,
,,𢖔,中古：肴,,
,,爆,中古：肴,,
,,䶂,中古：肴,,
,,敲,中古：肴,,
,,礉,中古：肴,,
,,巧,中古：肴,,
,,皃,中古：肴,,
,,䫉,中古：肴,,
,,貌,中古：肴,,
,,䡚,中古：肴,,
,,𢂹,中古：肴,,
,,緢,中古：肴,,
,,𢅉,中古：肴,,
,,奅,中古：肴,,
,,窌,中古：肴,,
,,炮,中古：肴,,
,,拋,中古：肴,,
,,皰,中古：肴,,
,,礮,中古：肴,,
,,趠,中古：肴,,
,,踔,中古：肴,,
,,稍,中古：肴,,
,,潲,中古：肴,,
,,揱,中古：肴,,
,,𣕇,中古：肴,,
,,娋,中古：肴,,
,,𨛍,中古：肴,,
,,𦓴,中古：肴,,
,,棹,中古：肴,,
,,櫂,中古：肴,,
,,濯,中古：肴,,
,,㷹,中古：肴,,
,,橈,中古：肴,,
,,淖,中古：肴,,
,,𠆴,中古：肴,,
,,鬧,中古：肴,,
,,抓,中古：肴,,
,,癄,中古：肴,,
,,笊,中古：肴,,
,,靤,中古：肴,,
,,皰,中古：肴,,
,,鞄,中古：肴,,
,,鉋,中古：肴,,
,,骲,中古：肴,,
,,抄,中古：肴,,
,,鈔,中古：肴,,
,,縐,中古：肴,,
,,耖,中古：肴,,
,,仯,中古：肴,,
,,觘,中古：肴,,
,,𦨖,中古：肴,,
,,罺,中古：肴,,
,,靿,中古：肴,,
,,袎,中古：肴,,
,,㑃,中古：肴,,
,,箹,中古：肴,,
,,軪,中古：肴,,
,,樂,中古：肴,,
,,磽,中古：肴,,
,,𩳔,中古：肴,,
,,巢,中古：肴,,
,,号,中古：豪,,
,,號,中古：豪,,
,,𤩭,中古：豪,,
,,㙱,中古：豪,,
,,䜂,中古：豪,,
,,𡟷,中古：豪,,
,,導,中古：豪,,
,,翿,中古：豪,,
,,纛,中古：豪,,
,,悼,中古：豪,,
,,蹈,中古：豪,,
,,盜,中古：豪,,
,,燾,中古：豪,,
,,幬,中古：豪,,
,,䆃,中古：豪,,
,,儔,中古：豪,,
,,𨱵,中古：豪,,
,,𠺛,中古：豪,,
,,䊭,中古：豪,,
,,䌦,中古：豪,,
,,到,中古：豪,,
,,禱,中古：豪,,
,,倒,中古：豪,,
,,𤓾,中古：豪,,
,,𧛔,中古：豪,,
,,菿,中古：豪,,
